id,full_name,age,occupation,lga,ward,street,declared_income,property_value,business_owner,sector,compliance_score,created_at
1589,Alexis Wilcox,54,"Conservator, museum/gallery",Ikeja,Ward 3 Ikeja,Street 1 Ward 3 Ikeja,3555185.0,7872862.81,True,Real Estate,46.15,2024-10-19
1590,John Jackson,23,Historic buildings inspector/conservation officer,Ikorodu,Ward 2 Ikorodu,Street 3 Ward 2 Ikorodu,521595.0,2078078.47,False,Transport,74.16,2022-07-15
1591,Timothy Wheeler,66,Hospital doctor,Ikeja,Ward 2 Ikeja,Street 7 Ward 2 Ikeja,6221862.5,20091253.7,True,Manufacturing,93.43,2024-07-07
1592,James Chavez Jr.,25,"Engineer, energy",Somolu,Ward 3 Somolu,Street 1 Ward 3 Somolu,328263.0,965090.93,True,Transport,73.68,2025-12-24
1593,Richard White,70,Health and safety adviser,Ikorodu,Ward 4 Ikorodu,Street 6 Ward 4 Ikorodu,4780282.0,17299085.85,False,Tech,55.43,2024-05-11
1594,Kristen Pineda,67,Building control surveyor,Surulere,Ward 3 Surulere,Street 6 Ward 3 Surulere,4223352.0,9381380.03,False,Finance,62.92,2020-01-01
1595,Justin Graves,64,Arts administrator,Agege,Ward 4 Agege,Street 2 Ward 4 Agege,3036967.0,11060566.93,True,Real Estate,59.51,2022-09-24
1596,Chelsea Scott,46,"Engineer, maintenance",Agege,Ward 3 Agege,Street 9 Ward 3 Agege,2860701.0,5807296.6,False,Retail,87.2,2022-07-13
1597,Sandra Howard,60,Minerals surveyor,Somolu,Ward 1 Somolu,Street 3 Ward 1 Somolu,3244704.0,8720532.53,False,Real Estate,90.84,2023-01-05
1598,Toni Webb,50,"Research officer, trade union",Eti-Osa,Ward 2 Eti-Osa,Street 10 Ward 2 Eti-Osa,12705762.0,39455453.99,True,Hospitality,56.15,2025-10-19
1599,Lindsey Meyer,64,Agricultural consultant,Alimosho,Ward 4 Alimosho,Street 10 Ward 4 Alimosho,3366611.0,8563304.73,True,Finance,63.8,2025-11-17
1600,Andrew Curry,64,Garment/textile technologist,Mushin,Ward 2 Mushin,Street 8 Ward 2 Mushin,1370451.0,4608085.25,False,Hospitality,88.34,2022-02-11
1601,Cynthia Garrett,34,Medical laboratory scientific officer,Ajah,Ward 4 Ajah,Street 8 Ward 4 Ajah,7378834.5,13079256.55,True,Hospitality,87.53,2022-08-15
1602,Stephanie Fernandez,45,Sales executive,Kosofe,Ward 1 Kosofe,Street 4 Ward 1 Kosofe,1049154.0,3958390.07,True,Manufacturing,94.91,2025-03-07
1603,Sean Fleming,29,Equities trader,Ikeja,Ward 4 Ikeja,Street 10 Ward 4 Ikeja,2603105.0,7019452.11,True,Transport,44.47,2023-11-20
1604,Cynthia Salazar,65,Control and instrumentation engineer,Yaba,Ward 1 Yaba,Street 9 Ward 1 Yaba,5596084.0,20935077.53,False,Finance,74.54,2024-01-27
1605,Cynthia Mcdonald,35,Youth worker,Shomolu,Ward 3 Shomolu,Street 8 Ward 3 Shomolu,2323780.5,7044148.92,True,Finance,80.54,2021-01-26
1606,Melissa Martinez,24,Cytogeneticist,Surulere,Ward 5 Surulere,Street 9 Ward 5 Surulere,1329422.0,2471222.52,True,Real Estate,44.69,2024-03-07
1607,Linda Gutierrez,23,Charity fundraiser,Lekki,Ward 2 Lekki,Street 5 Ward 2 Lekki,13833756.0,42566692.72,False,Retail,91.0,2021-04-06
1608,Paula White,26,Health and safety inspector,Alimosho,Ward 2 Alimosho,Street 10 Ward 2 Alimosho,429703.0,1180080.21,False,Finance,86.14,2025-09-18
1609,Charles Ray,38,Volunteer coordinator,Victoria Island,Ward 5 Victoria Island,Street 8 Ward 5 Victoria Island,3642104.0,8800354.19,False,Retail,58.32,2020-07-20
1610,Lori Dixon,29,Brewing technologist,Kosofe,Ward 5 Kosofe,Street 10 Ward 5 Kosofe,7372227.0,22741668.4,False,Retail,88.2,2024-07-24
1611,Craig Spencer,35,Estate agent,Mushin,Ward 3 Mushin,Street 9 Ward 3 Mushin,6292383.0,24565597.31,False,Hospitality,95.48,2025-07-18
1612,Brandon Davis,62,IT sales professional,Agege,Ward 3 Agege,Street 2 Ward 3 Agege,691371.0,2700622.65,True,Finance,97.06,2025-04-23
1613,Brenda Wilcox,41,Web designer,Shomolu,Ward 4 Shomolu,Street 7 Ward 4 Shomolu,304933.5,1097304.55,True,Retail,85.7,2022-07-08
1614,Linda Johnson,39,Data processing manager,Alimosho,Ward 2 Alimosho,Street 4 Ward 2 Alimosho,2089444.0,6753186.36,False,Tech,48.16,2025-06-15
1615,John Mora,26,Chief Financial Officer,Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 2 Ward 4 Oshodi-Isolo,2665005.0,8480572.38,False,Manufacturing,95.63,2025-08-15
1616,Matthew Taylor,47,"Doctor, general practice",Ifako-Ijaiye,Ward 2 Ifako-Ijaiye,Street 6 Ward 2 Ifako-Ijaiye,6971403.0,17183253.43,False,Retail,40.45,2022-07-09
1617,Chad Garcia Jr.,35,"Pharmacist, community",Shomolu,Ward 5 Shomolu,Street 3 Ward 5 Shomolu,4991275.5,18115360.17,False,Finance,77.66,2024-03-08
1618,Natalie Edwards MD,39,"Lecturer, higher education",Eti-Osa,Ward 4 Eti-Osa,Street 5 Ward 4 Eti-Osa,5079075.0,13188259.36,False,Real Estate,65.55,2021-01-08
1619,Johnny Cook,26,Commissioning editor,Agege,Ward 4 Agege,Street 10 Ward 4 Agege,598757.0,1531412.63,True,Retail,87.87,2021-02-08
1620,Walter Davis,65,Records manager,Ikeja,Ward 5 Ikeja,Street 9 Ward 5 Ikeja,12159485.0,38297296.38,False,Finance,79.32,2025-10-25
1621,Michael Lane,26,TEFL teacher,Ajah,Ward 2 Ajah,Street 5 Ward 2 Ajah,6219810.0,24491200.37,True,Finance,50.57,2020-02-05
1622,Diane Rhodes,35,Sports development officer,Ikeja,Ward 4 Ikeja,Street 2 Ward 4 Ikeja,658382.5,1671746.96,True,Manufacturing,94.47,2024-03-29
1623,Jocelyn Solis,25,"Producer, radio",Oshodi-Isolo,Ward 3 Oshodi-Isolo,Street 4 Ward 3 Oshodi-Isolo,5757991.5,12663797.36,True,Retail,46.55,2021-12-03
1624,Amber Parsons,50,"Geneticist, molecular",Somolu,Ward 5 Somolu,Street 5 Ward 5 Somolu,1289727.0,2677620.51,True,Hospitality,81.34,2020-06-15
1625,James Riley,46,Best boy,Victoria Island,Ward 3 Victoria Island,Street 6 Ward 3 Victoria Island,18495688.0,64883122.98,True,Tech,75.93,2024-12-16
1626,Sarah Christian,27,Tourism officer,Oshodi-Isolo,Ward 2 Oshodi-Isolo,Street 2 Ward 2 Oshodi-Isolo,6977851.5,12729079.21,False,Hospitality,78.74,2022-03-05
1627,Yvette Buckley,68,Statistician,Eti-Osa,Ward 2 Eti-Osa,Street 6 Ward 2 Eti-Osa,1563396.0,5817713.15,True,Transport,95.32,2025-07-18
1628,Brian Johnson,42,Banker,Shomolu,Ward 3 Shomolu,Street 6 Ward 3 Shomolu,862932.0,1396851.91,True,Transport,50.28,2020-03-17
1629,Heather Smith,70,Airline pilot,Apapa,Ward 3 Apapa,Street 5 Ward 3 Apapa,794389.5,1524516.16,True,Finance,41.32,2021-03-15
1630,Eileen Wood,26,Architectural technologist,Ifako-Ijaiye,Ward 4 Ifako-Ijaiye,Street 2 Ward 4 Ifako-Ijaiye,3864924.0,9727858.71,False,Real Estate,48.7,2020-10-17
1631,Abigail Cruz,66,Claims inspector/assessor,Victoria Island,Ward 4 Victoria Island,Street 2 Ward 4 Victoria Island,13473692.0,28913123.73,False,Hospitality,55.54,2025-06-21
1632,Nicholas Rivers,31,Public affairs consultant,Ajah,Ward 5 Ajah,Street 8 Ward 5 Ajah,3053989.5,6641300.03,False,Real Estate,98.01,2021-06-23
1633,Joann Decker,32,Clothing/textile technologist,Victoria Island,Ward 2 Victoria Island,Street 2 Ward 2 Victoria Island,19096084.0,69652158.8,False,Manufacturing,87.47,2023-12-04
1634,Adam Robertson,56,"Buyer, retail",Ifako-Ijaiye,Ward 2 Ifako-Ijaiye,Street 10 Ward 2 Ifako-Ijaiye,6787912.5,13629530.56,False,Manufacturing,95.18,2025-05-11
1635,Sheryl Castro,54,Clinical molecular geneticist,Ikorodu,Ward 5 Ikorodu,Street 2 Ward 5 Ikorodu,1740873.0,5773263.49,False,Real Estate,99.13,2025-01-22
1636,Patricia Hopkins,69,Chief Financial Officer,Apapa,Ward 4 Apapa,Street 10 Ward 4 Apapa,4352152.5,11205065.1,True,Tech,40.06,2021-07-20
1637,Mr. William Berry,36,Occupational hygienist,Badagry,Ward 1 Badagry,Street 1 Ward 1 Badagry,4168963.5,16234561.86,False,Tech,81.26,2025-11-21
1638,Renee Mccann,22,Pension scheme manager,Alimosho,Ward 4 Alimosho,Street 7 Ward 4 Alimosho,2358658.0,6923745.61,False,Retail,77.79,2021-01-02
1639,Katherine Burton,55,"Pilot, airline",Victoria Island,Ward 4 Victoria Island,Street 7 Ward 4 Victoria Island,10168656.0,34611301.26,True,Retail,77.27,2022-08-09
1640,Thomas Johnson III,64,"Therapist, music",Yaba,Ward 3 Yaba,Street 10 Ward 3 Yaba,5970218.0,14180619.3,False,Finance,51.31,2023-12-07
1641,Brittany Joyce,62,Neurosurgeon,Surulere,Ward 2 Surulere,Street 4 Ward 2 Surulere,6914786.0,11006126.79,True,Tech,62.87,2020-11-17
1642,Jim Garza,21,Water engineer,Yaba,Ward 3 Yaba,Street 2 Ward 3 Yaba,5811210.0,10577867.43,True,Manufacturing,43.66,2023-02-20
1643,Robert Duffy,23,"Therapist, nutritional",Amuwo-Odofin,Ward 3 Amuwo-Odofin,Street 5 Ward 3 Amuwo-Odofin,5410201.5,11309879.62,True,Retail,50.66,2025-09-02
1644,Rebecca Hopkins,30,IT technical support officer,Apapa,Ward 1 Apapa,Street 2 Ward 1 Apapa,3520935.0,11953593.19,True,Manufacturing,94.76,2022-01-31
1645,Mr. Jonathan Carlson DDS,61,Adult guidance worker,Eti-Osa,Ward 1 Eti-Osa,Street 7 Ward 1 Eti-Osa,13127088.0,38413671.73,True,Tech,89.76,2022-07-30
1646,Tara Anderson,53,"Engineer, materials",Alimosho,Ward 5 Alimosho,Street 2 Ward 5 Alimosho,1100300.0,3554460.26,False,Transport,67.65,2025-12-27
1647,Amy Marshall,32,Civil Service administrator,Shomolu,Ward 5 Shomolu,Street 9 Ward 5 Shomolu,3253468.5,8623638.59,False,Tech,63.67,2021-09-06
1648,Zachary Johnson,26,Proofreader,Epe,Ward 4 Epe,Street 7 Ward 4 Epe,6804709.5,11847304.62,False,Retail,50.25,2021-09-07
1649,Angel Jones,29,Risk analyst,Lekki,Ward 1 Lekki,Street 2 Ward 1 Lekki,18767872.0,39755481.49,False,Hospitality,53.24,2025-07-07
1650,Savannah Shaw,39,Chief Strategy Officer,Ikorodu,Ward 2 Ikorodu,Street 8 Ward 2 Ikorodu,2720876.0,4531060.25,True,Transport,71.36,2024-07-04
1651,Lauren Marsh,24,Actuary,Badagry,Ward 2 Badagry,Street 5 Ward 2 Badagry,474706.5,779621.75,True,Real Estate,45.09,2024-02-11
1652,Adrian Bonilla,34,"Doctor, general practice",Yaba,Ward 1 Yaba,Street 4 Ward 1 Yaba,6434068.0,24052482.19,False,Transport,74.93,2025-11-01
1653,Karen Taylor,57,"Sound technician, broadcasting/film/video",Shomolu,Ward 1 Shomolu,Street 2 Ward 1 Shomolu,5623255.5,20768629.79,False,Tech,60.75,2022-01-24
1654,Kristin Perez,45,Historic buildings inspector/conservation officer,Mushin,Ward 2 Mushin,Street 8 Ward 2 Mushin,4373422.5,11120539.78,False,Hospitality,97.68,2022-10-18
1655,Kelly Barnett,40,"Psychologist, occupational",Epe,Ward 5 Epe,Street 6 Ward 5 Epe,3994537.5,13953962.74,True,Tech,99.47,2023-03-01
1656,John Hawkins,59,Equities trader,Ifako-Ijaiye,Ward 4 Ifako-Ijaiye,Street 3 Ward 4 Ifako-Ijaiye,1872628.5,4714170.28,True,Retail,75.46,2022-06-17
1657,Carolyn Morris,21,Exercise physiologist,Ikeja,Ward 2 Ikeja,Street 1 Ward 2 Ikeja,4748747.5,9941608.73,True,Tech,79.65,2020-06-24
1658,Debra Thomas,57,Corporate treasurer,Badagry,Ward 3 Badagry,Street 3 Ward 3 Badagry,6216174.0,20684871.5,False,Retail,56.91,2024-01-03
1659,Laura Brown,60,Charity officer,Badagry,Ward 5 Badagry,Street 8 Ward 5 Badagry,2333544.0,7999647.39,True,Transport,93.68,2022-03-15
1660,John Liu,21,Freight forwarder,Ikorodu,Ward 3 Ikorodu,Street 3 Ward 3 Ikorodu,2072285.0,4665611.59,False,Hospitality,65.83,2021-05-22
1661,Brandon Miller,70,Dietitian,Ikorodu,Ward 1 Ikorodu,Street 5 Ward 1 Ikorodu,4451926.0,12052830.48,False,Real Estate,82.91,2025-02-10
1662,Annette Adkins,56,Oceanographer,Ifako-Ijaiye,Ward 5 Ifako-Ijaiye,Street 5 Ward 5 Ifako-Ijaiye,3890340.0,14841344.45,True,Transport,44.69,2022-06-11
1663,Dawn Davis,56,"Research officer, trade union",Kosofe,Ward 3 Kosofe,Street 5 Ward 3 Kosofe,3622144.5,9344638.58,True,Real Estate,48.53,2021-09-06
1664,Michael Barron,51,Ranger/warden,Badagry,Ward 3 Badagry,Street 1 Ward 3 Badagry,5686237.5,13648450.55,False,Real Estate,52.59,2023-05-19
1665,William Roach,24,Aid worker,Apapa,Ward 3 Apapa,Street 9 Ward 3 Apapa,2018578.5,7965803.55,True,Manufacturing,71.21,2021-03-24
1666,Gerald Avila,58,Armed forces logistics/support/administrative officer,Ifako-Ijaiye,Ward 1 Ifako-Ijaiye,Street 7 Ward 1 Ifako-Ijaiye,406561.5,888479.52,False,Manufacturing,96.19,2020-05-03
1667,Melissa Rodriguez,62,Midwife,Kosofe,Ward 1 Kosofe,Street 7 Ward 1 Kosofe,2021781.0,4120379.0,False,Manufacturing,86.17,2023-03-29
1668,Christina Sanchez,29,Aid worker,Ikorodu,Ward 1 Ikorodu,Street 2 Ward 1 Ikorodu,2762841.0,8703582.9,False,Finance,62.64,2023-08-01
1669,Joseph Carroll,55,Sports therapist,Shomolu,Ward 5 Shomolu,Street 6 Ward 5 Shomolu,1579186.5,3433760.41,True,Retail,80.41,2024-09-16
1670,Susan Hart,46,Facilities manager,Ikeja,Ward 4 Ikeja,Street 1 Ward 4 Ikeja,10293752.5,22507120.54,False,Finance,96.87,2022-07-06
1671,Michael Kelly,38,Volunteer coordinator,Ajah,Ward 4 Ajah,Street 6 Ward 4 Ajah,2511166.5,5489122.07,True,Real Estate,56.79,2021-07-13
1672,Lisa Nelson,56,Diagnostic radiographer,Oshodi-Isolo,Ward 1 Oshodi-Isolo,Street 6 Ward 1 Oshodi-Isolo,2780599.5,10829287.6,True,Finance,91.5,2024-03-20
1673,Heidi Cooper,69,Midwife,Ikeja,Ward 3 Ikeja,Street 7 Ward 3 Ikeja,986235.0,3202849.74,True,Real Estate,64.76,2024-06-10
1674,Clarence Munoz,66,Osteopath,Yaba,Ward 3 Yaba,Street 6 Ward 3 Yaba,6871600.0,22913181.41,True,Manufacturing,64.68,2023-12-08
1675,Ms. Jennifer Rivera,40,Theatre manager,Agege,Ward 5 Agege,Street 5 Ward 5 Agege,4991019.0,13461093.77,True,Transport,70.15,2024-01-29
1676,Lisa Richardson,29,Travel agency manager,Kosofe,Ward 3 Kosofe,Street 4 Ward 3 Kosofe,6980982.0,14582722.94,True,Retail,78.19,2020-09-10
1677,Ryan Torres,28,Furniture designer,Yaba,Ward 5 Yaba,Street 10 Ward 5 Yaba,3424242.0,5244503.54,False,Tech,60.4,2025-12-19
1678,Roberta Fernandez,37,Interpreter,Surulere,Ward 3 Surulere,Street 1 Ward 3 Surulere,2046330.0,8085485.02,True,Hospitality,85.19,2025-12-28
1679,Amy Leonard,48,Telecommunications researcher,Epe,Ward 1 Epe,Street 10 Ward 1 Epe,7292691.0,25279272.48,False,Manufacturing,76.92,2025-09-01
1680,Madeline Massey,68,Industrial/product designer,Apapa,Ward 4 Apapa,Street 8 Ward 4 Apapa,3359032.5,9827053.7,True,Finance,77.04,2023-03-14
1681,Nicole Cole,45,Conference centre manager,Lekki,Ward 5 Lekki,Street 1 Ward 5 Lekki,19862116.0,33141027.03,False,Transport,47.82,2022-12-06
1682,Brianna Ashley,52,Emergency planning/management officer,Shomolu,Ward 5 Shomolu,Street 4 Ward 5 Shomolu,6549832.5,16796555.83,False,Hospitality,97.29,2020-03-16
1683,Matthew Ellis,62,Clinical cytogeneticist,Shomolu,Ward 1 Shomolu,Street 6 Ward 1 Shomolu,468784.5,991565.25,True,Tech,41.99,2025-01-18
1684,Jessica Lewis,65,Multimedia programmer,Badagry,Ward 2 Badagry,Street 3 Ward 2 Badagry,2577865.5,9552846.26,False,Tech,89.02,2024-02-07
1685,Jason Leach,49,Sports therapist,Oshodi-Isolo,Ward 5 Oshodi-Isolo,Street 10 Ward 5 Oshodi-Isolo,7290139.5,15516146.14,True,Finance,89.78,2025-07-12
1686,Alison Robinson,47,Film/video editor,Alimosho,Ward 1 Alimosho,Street 10 Ward 1 Alimosho,3162102.0,11996018.73,True,Transport,44.53,2020-05-06
1687,Elizabeth Taylor,49,Lawyer,Ifako-Ijaiye,Ward 2 Ifako-Ijaiye,Street 1 Ward 2 Ifako-Ijaiye,5465715.0,21053504.17,False,Retail,48.9,2023-06-13
1688,Brenda Suarez,53,Interpreter,Ajah,Ward 2 Ajah,Street 6 Ward 2 Ajah,7174011.0,11913663.38,False,Transport,46.57,2025-06-25
1689,Nicholas Nelson,22,Human resources officer,Epe,Ward 1 Epe,Street 5 Ward 1 Epe,5136507.0,12528352.48,False,Real Estate,71.11,2022-11-04
1690,Felicia Thompson,47,Radio producer,Kosofe,Ward 5 Kosofe,Street 5 Ward 5 Kosofe,5930007.0,14591162.68,False,Manufacturing,66.8,2022-07-23
1691,Jaime Johnson,22,"Surveyor, commercial/residential",Agege,Ward 5 Agege,Street 8 Ward 5 Agege,655021.0,1902328.63,True,Real Estate,80.49,2023-02-28
1692,Olivia Robertson,65,"Administrator, education",Lekki,Ward 2 Lekki,Street 2 Ward 2 Lekki,13847252.0,48918264.4,True,Finance,64.22,2023-02-18
1693,Peggy Miller,46,Secretary/administrator,Epe,Ward 3 Epe,Street 9 Ward 3 Epe,2168670.0,3724849.84,True,Retail,66.51,2026-03-08
1694,Cynthia Cook,39,Herbalist,Agege,Ward 3 Agege,Street 2 Ward 3 Agege,2179775.0,8159975.46,False,Hospitality,99.59,2025-04-22
1695,Robert Gregory,51,Stage manager,Somolu,Ward 1 Somolu,Street 4 Ward 1 Somolu,4245141.0,6762967.59,False,Manufacturing,87.13,2025-11-28
1696,Cody Thompson,27,Hydrogeologist,Ajah,Ward 1 Ajah,Street 9 Ward 1 Ajah,7063516.5,19272344.28,True,Retail,54.7,2020-02-22
1697,Robert Hudson,45,"Secretary, company",Agege,Ward 2 Agege,Street 10 Ward 2 Agege,4196858.0,12101011.48,False,Real Estate,64.73,2020-04-17
1698,Jenny Clark,31,Chief Marketing Officer,Somolu,Ward 4 Somolu,Street 6 Ward 4 Somolu,1878276.0,4928957.84,False,Real Estate,75.63,2020-07-01
1699,Jessica Wall,63,Community pharmacist,Alimosho,Ward 3 Alimosho,Street 5 Ward 3 Alimosho,3623991.0,9786036.02,True,Hospitality,81.42,2021-09-17
1700,Edward Anderson,65,Leisure centre manager,Surulere,Ward 1 Surulere,Street 2 Ward 1 Surulere,6438762.0,9669578.03,False,Real Estate,48.11,2020-12-06
1701,Julie Matthews,33,Mental health nurse,Apapa,Ward 4 Apapa,Street 6 Ward 4 Apapa,860322.0,3012303.19,False,Retail,62.66,2020-10-27
1702,Lori Walter,26,"Research officer, government",Mushin,Ward 4 Mushin,Street 7 Ward 4 Mushin,305128.5,525086.62,False,Retail,55.96,2020-11-21
1703,Laura Luna,37,Advice worker,Yaba,Ward 2 Yaba,Street 5 Ward 2 Yaba,9713224.0,28933804.0,True,Real Estate,67.32,2021-01-20
1704,Michelle Miller,58,Chartered loss adjuster,Lekki,Ward 2 Lekki,Street 2 Ward 2 Lekki,10075680.0,17483093.5,False,Hospitality,68.43,2025-09-22
1705,Lori Walker,50,Archivist,Surulere,Ward 1 Surulere,Street 6 Ward 1 Surulere,6225552.0,20959808.04,False,Finance,74.93,2021-10-02
1706,Samuel White,26,"Programmer, applications",Victoria Island,Ward 5 Victoria Island,Street 1 Ward 5 Victoria Island,10530676.0,31718695.83,False,Retail,83.16,2025-03-31
1707,Dave Carrillo,68,"Lighting technician, broadcasting/film/video",Ajah,Ward 4 Ajah,Street 6 Ward 4 Ajah,2827827.0,9403278.67,True,Retail,77.1,2024-02-25
1708,Diane Adams,23,"Copywriter, advertising",Ikorodu,Ward 4 Ikorodu,Street 5 Ward 4 Ikorodu,391428.0,971595.73,False,Real Estate,69.75,2022-10-09
1709,Jeff Moore,58,"Surveyor, building control",Ikeja,Ward 2 Ikeja,Street 10 Ward 2 Ikeja,6060687.5,20634325.17,False,Tech,76.5,2025-08-03
1710,Michelle Cooper,32,"Production assistant, television",Mushin,Ward 4 Mushin,Street 1 Ward 4 Mushin,5600928.0,18392843.46,False,Finance,88.99,2025-04-13
1711,Andrea Young,23,Social worker,Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 4 Ward 4 Oshodi-Isolo,5644306.5,18828574.06,True,Manufacturing,59.66,2025-03-26
1712,Susan Hudson,45,Systems analyst,Yaba,Ward 3 Yaba,Street 2 Ward 3 Yaba,7792496.0,22058088.92,True,Manufacturing,45.91,2020-02-07
1713,Robert Zhang,59,Multimedia programmer,Epe,Ward 4 Epe,Street 8 Ward 4 Epe,4295886.0,8013911.8,True,Transport,57.45,2022-09-01
1714,Devon Huffman,55,Financial planner,Eti-Osa,Ward 2 Eti-Osa,Street 2 Ward 2 Eti-Osa,6432462.0,23569106.3,True,Hospitality,50.26,2024-08-22
1715,Sarah Stewart,53,Environmental consultant,Ikeja,Ward 1 Ikeja,Street 8 Ward 1 Ikeja,4882607.5,12235820.46,True,Manufacturing,78.43,2024-03-01
1716,William Shaw,33,"Producer, radio",Ikeja,Ward 5 Ikeja,Street 8 Ward 5 Ikeja,1538560.0,4021049.75,False,Tech,55.0,2023-07-02
1717,Joshua Gonzales,37,Economist,Kosofe,Ward 3 Kosofe,Street 7 Ward 3 Kosofe,6583495.5,17833269.92,True,Tech,93.28,2021-04-06
1718,Robert Owens,36,Further education lecturer,Eti-Osa,Ward 2 Eti-Osa,Street 3 Ward 2 Eti-Osa,13053864.0,24408865.04,True,Manufacturing,79.97,2025-07-09
1719,Tracy Arnold,57,"Editor, commissioning",Lekki,Ward 4 Lekki,Street 1 Ward 4 Lekki,12716340.0,35007769.01,True,Transport,47.57,2021-10-19
1720,Jessica Vaughan,44,Soil scientist,Ikorodu,Ward 4 Ikorodu,Street 3 Ward 4 Ikorodu,570707.0,2211451.29,True,Retail,50.81,2023-03-17
1721,Matthew Leonard,25,Licensed conveyancer,Ifako-Ijaiye,Ward 3 Ifako-Ijaiye,Street 9 Ward 3 Ifako-Ijaiye,1927453.5,3574653.73,False,Finance,81.26,2023-05-22
1722,Susan Harris,67,Pensions consultant,Kosofe,Ward 2 Kosofe,Street 2 Ward 2 Kosofe,3206802.0,5417088.04,True,Real Estate,75.53,2026-03-15
1723,Shawn Zuniga,63,Fine artist,Kosofe,Ward 2 Kosofe,Street 4 Ward 2 Kosofe,1603048.5,3770865.75,False,Tech,87.43,2025-01-10
1724,Dr. Jamie Peterson,33,Chartered loss adjuster,Badagry,Ward 4 Badagry,Street 1 Ward 4 Badagry,5303574.0,8853316.7,False,Hospitality,92.86,2025-01-21
1725,Jared Curtis,24,Maintenance engineer,Ajah,Ward 2 Ajah,Street 1 Ward 2 Ajah,874624.5,1389865.49,False,Finance,90.28,2025-07-20
1726,Robert Garrison,43,Politician's assistant,Kosofe,Ward 5 Kosofe,Street 2 Ward 5 Kosofe,3279441.0,10905726.28,True,Manufacturing,95.99,2022-05-12
1727,Benjamin Raymond,24,Theatre manager,Amuwo-Odofin,Ward 3 Amuwo-Odofin,Street 2 Ward 3 Amuwo-Odofin,2373286.5,6977352.94,True,Hospitality,54.49,2020-05-06
1728,Daniel Guerra,64,Publishing rights manager,Kosofe,Ward 4 Kosofe,Street 6 Ward 4 Kosofe,6294790.5,12600545.09,True,Finance,42.37,2026-02-12
1729,Jeremiah Taylor,48,Commercial/residential surveyor,Apapa,Ward 2 Apapa,Street 3 Ward 2 Apapa,580993.5,1234403.78,False,Retail,64.34,2025-08-16
1730,Sherri Richardson,36,Veterinary surgeon,Somolu,Ward 5 Somolu,Street 4 Ward 5 Somolu,6321168.0,11377342.87,True,Tech,54.87,2023-03-26
1731,Joshua Saunders,22,"Conservator, furniture",Shomolu,Ward 1 Shomolu,Street 5 Ward 1 Shomolu,3791191.5,10671938.05,True,Transport,40.97,2023-07-12
1732,Mario Norman,70,Community arts worker,Apapa,Ward 1 Apapa,Street 3 Ward 1 Apapa,6122439.0,15992104.45,False,Tech,60.99,2020-06-19
1733,Jessica Ramirez,63,Conference centre manager,Ikeja,Ward 2 Ikeja,Street 6 Ward 2 Ikeja,7505377.5,20775819.58,True,Finance,81.17,2021-03-27
1734,Mary Ferguson,68,Advertising copywriter,Ifako-Ijaiye,Ward 4 Ifako-Ijaiye,Street 1 Ward 4 Ifako-Ijaiye,7206070.5,13783986.49,False,Finance,93.44,2024-12-09
1735,Stacey French,32,"Psychologist, occupational",Eti-Osa,Ward 1 Eti-Osa,Street 8 Ward 1 Eti-Osa,7670769.0,19539576.42,False,Tech,97.22,2022-04-05
1736,Alejandro Williams,27,Holiday representative,Somolu,Ward 1 Somolu,Street 3 Ward 1 Somolu,3017589.0,5406897.99,False,Finance,81.46,2023-05-07
1737,Robert Miller,22,Hospital pharmacist,Agege,Ward 4 Agege,Street 9 Ward 4 Agege,330135.0,674809.65,False,Hospitality,75.76,2025-02-18
1738,Alec White,36,Geophysical data processor,Yaba,Ward 2 Yaba,Street 9 Ward 2 Yaba,3159676.0,9828915.37,True,Transport,83.74,2025-04-16
1739,Michael Cox,45,Oceanographer,Ikeja,Ward 3 Ikeja,Street 9 Ward 3 Ikeja,12482172.5,49688914.91,True,Transport,56.69,2020-12-11
1740,Gabriella Brown,43,Race relations officer,Ikorodu,Ward 3 Ikorodu,Street 10 Ward 3 Ikorodu,826446.0,2876407.79,False,Finance,52.47,2022-06-19
1741,Rebekah Foster,69,"Scientist, audiological",Shomolu,Ward 1 Shomolu,Street 7 Ward 1 Shomolu,3273744.0,8019328.63,True,Tech,74.7,2023-03-22
